# Meas. Channel, AC Voltage (V)
4.010000000000000000e+02,2.960831693799999970e-02
4.020000000000000000e+02,3.656390105799999651e-02
4.030000000000000000e+02,3.808708917399999949e-02
4.040000000000000000e+02,3.656172560999999821e-02
4.050000000000000000e+02,3.704259260999999415e-02
4.060000000000000000e+02,3.602426604199999993e-02
4.070000000000000000e+02,1.514052549800000078e-02
4.080000000000000000e+02,3.255106362400000258e-02
4.090000000000000000e+02,3.644365888199999765e-02
4.100000000000000000e+02,3.586303982399999951e-02
4.110000000000000000e+02,4.700742204000000210e-04
4.120000000000000000e+02,0.000000000000000000e+00
4.130000000000000000e+02,3.072098337999999972e-05
4.140000000000000000e+02,1.413967867699999928e-04
4.150000000000000000e+02,8.107850885999998990e-06
4.160000000000000000e+02,0.000000000000000000e+00
4.170000000000000000e+02,0.000000000000000000e+00
4.180000000000000000e+02,9.398716476000000205e-05
4.190000000000000000e+02,5.228866016600000274e-05
4.200000000000000000e+02,1.185777122800000096e-04
