# Meas. Channel, AC Voltage (V)
4.010000000000000000e+02,2.932347895399999710e-02
4.020000000000000000e+02,3.623267577000000017e-02
4.030000000000000000e+02,3.697671438800000099e-02
4.040000000000000000e+02,3.595828077600000949e-02
4.050000000000000000e+02,3.670708966800000084e-02
4.060000000000000000e+02,3.578623711399999546e-02
4.070000000000000000e+02,1.513774638400000074e-02
4.080000000000000000e+02,3.237940759799999568e-02
4.090000000000000000e+02,3.621820739400000155e-02
4.100000000000000000e+02,3.567960704599999755e-02
4.110000000000000000e+02,4.964884205399999664e-04
4.120000000000000000e+02,6.863518717999999772e-05
4.130000000000000000e+02,0.000000000000000000e+00
4.140000000000000000e+02,3.332393534599999965e-05
4.150000000000000000e+02,6.527858496000000176e-05
4.160000000000000000e+02,1.638472314079999993e-04
4.170000000000000000e+02,0.000000000000000000e+00
4.180000000000000000e+02,3.903883469599999593e-05
4.190000000000000000e+02,1.520147566800000014e-04
4.200000000000000000e+02,0.000000000000000000e+00
